name,price,link_picture,Produkttyp,Vorgeschlagenes Geschlecht,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sound-Effekte,Produktfarbe,Material,Ursprungsland,EU TSD Warnung,EU TSD Sprache,Sicherheitswarnung,Batterien erforderlich,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,Verpackungsart,Menge pro Packung,Anzahl der Versandkartons pro Vorlagenkarton,Montage erforderlich,Anzahl der Pakete,ASIN,Montagezeit,Freigabedatum (TT/MM/JJ),Figur enthalten,Nachhaltigkeitszertifikate,Menge pro Versandkarton,Länge des Versandkartons,Breite des Versandkartons,Höhe des Versandkartons,Gewicht Versandkarton,Nettogewicht Hauptkarton,Versandkarton pro Palettenlage,Anzahl Produkte pro Versandkarton,Hauptkarton GTIN (EAN/UPC),Lagenanzahl pro Palette,Produkte pro Palettenlage,Fernbedienung erforderlich,Warnung vor Erstickungsgefahr,Fernbedienung enthalten,Akkus/Batterien enthalten,null
LEGO Minecraft - Das Pandahaus (21245),59.95,https://www.fcw.ch/api/ProcessRequest/169812/BN/268x166-lego-minecraft-das-pandahaus-21245.jpg?sourceId=880349&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 553 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 262 mm ," 95,5 mm ", 867 g , Box ,,, ,, B0BBRW2S7T ,,,,,,,,,,,,,,,,,,, ,
LEGO Ninjago - Lloyds Ninja-Mech (71757),11.95,https://www.fcw.ch/api/ProcessRequest/136435/BN/268x166-lego-ninjago-lloyds-ninja-mech-71757.jpg?sourceId=870355&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 57 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 191 mm , 46 mm , 140 g , Box ,,, ,, B09BNW8YPX ,,,,,,,,,,,,,,,,,,, ,
LEGO Jurassic World - Pteranodon-Jagd (76943),26.95,https://www.fcw.ch/api/ProcessRequest/125917/BN/268x166-lego-jurassic-world-pteranodon-jagd-76943.jpg?sourceId=861234&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 94 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 61 mm , 324 g , Box ,,, ,, B09BNYDWXQ ,,,,,,,,,,,,,,,,,,, ,
LEGO Star Wars - Boba Fetts Starship - Microfighter (75344),11.95,https://www.fcw.ch/api/ProcessRequest/169626/BN/268x166-lego-star-wars-boba-fetts-starship-microfighter-75344.jpg?sourceId=880360&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 85 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 122 mm , 141 mm , 46 mm , 103 g , Box ,,, ,, B0BBRZ7XSX ,,,,,,,,,,,,,,,,,,, ,
LEGO Duplo - Spider-Mans Haus (10995),29.95,https://www.fcw.ch/api/ProcessRequest/169811/BN/268x166-lego-duplo-spider-mans-haus-10995.jpg?sourceId=880341&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 25 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Kein Warnhinweis zutreffend , , 262 mm , 222 mm , 76 mm , 353 g , Box ,,, ,, B01N1S35VW ,,,,,,,,,,,,,,,,,,, ,
LEGO Classic - Einmal um die Welt (11015),54.95,https://www.fcw.ch/api/ProcessRequest/136815/BN/268x166-lego-classic-einmal-um-die-welt-11015.jpg?sourceId=864272&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 950 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm , 94 mm ," 1,03 kg ", Box ,,, ,, B08WX6Z1VZ ,, 01/06/2021 , , Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 398 mm , 299 mm , 280 mm ," 3,41 kg ", 3 kg , 8 Stück(e) , 3 Stück(e) , 5702017040028 , 4 Stück(e) , 24 Stück(e) , , Kleinteile , , ,
LEGO Harry Potter - Hogwarts Zauberkoffer (76399),79.95,https://www.fcw.ch/api/ProcessRequest/124683/BN/268x166-lego-harry-potter-hogwarts-zauberkoffer-76399.jpg?sourceId=870463&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 603 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 760 g , Box ,,, ,, B09BNTQBPG ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Star Wars - Luke Skywalker’s Landspeeder (75341),269,https://www.fcw.ch/api/ProcessRequest/154616/BN/268x166-lego-star-wars-luke-skywalker-s-landspeeder-75341.jpg?sourceId=880519&source=Product, Bausatz ,, 18 Jahr(e) , 99 Jahr(e) , 1890 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 582 mm , 87 mm ," 2,52 kg ", Box ,,, ,,,,,,,,,,,,,,,,,,,,,,
Disney Disney - Prinzessinnen auf magischer Reise (43216),79.95,https://www.fcw.ch/api/ProcessRequest/169946/BN/268x166-disney-disney-prinzessinnen-auf-magischer-reise-43216.jpg?sourceId=880331&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 320 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 532 g , Box ,,, ,, B0BBRWX5DW ,,,,,,,,,,,,,,,,,,, ,
LEGO City - Weichen (60238),24.95,https://www.fcw.ch/api/ProcessRequest/55447/BN/268x166-lego-city-weichen-60238.jpg?sourceId=834491&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 12 Jahr(e) , 8 Stück(e) ,, Grau ,,,,,,,,,,, Box ,,,,,,,,,, 3 Stück(e) ,,,,,,,,,,,,,,,
LEGO City - Tierrettungswagen (60382),11.95,https://www.fcw.ch/api/ProcessRequest/169943/BN/268x166-lego-city-tierrettungswagen-60382.jpg?sourceId=880287&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 58 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 157 mm , 45 mm , 125 g , Box ,,, ,, B0BBRW3D45 ,,,,,,,,,,,,,,,,,,, ,
LEGO Creator 3in1 - Wikingerschiff mit Midgardschlange (31132),139,https://www.fcw.ch/api/ProcessRequest/139211/BN/268x166-lego-creator-3in1-wikingerschiff-mit-midgardschlange-31132.jpg?sourceId=874173&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 1192 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm ," 70,5 mm "," 1,84 kg ", Box ,,, ,, B09QG1QKNL ,,,,,,,,,,,,,,,,,,,,
LEGO Disney - Die kleine Meerjungfrau - Märchenbuch (43213),26.95,https://www.fcw.ch/api/ProcessRequest/184627/BN/268x166-lego-disney-die-kleine-meerjungfrau-maerchenbuch-43213.jpg?sourceId=880440&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 134 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 205 mm , 61 mm , 256 g , Box , 1 Stück(e) ,, ,, B0BBVGN7XY , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Disney - Elsa und Nokks Eisstall (43209),18.95,https://www.fcw.ch/api/ProcessRequest/125688/BN/268x166-lego-disney-elsa-und-nokks-eisstall-43209.jpg?sourceId=870441&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 53 Stück(e) , , Mehrfarbig , Kunststoff , China , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 191 mm , 46 mm , 134 g , Box ,,, ,, B09BNWMMFD ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO City - Sturzflug-Challenge (60359),24.95,https://www.fcw.ch/api/ProcessRequest/177391/BN/268x166-lego-city-sturzflug-challenge-60359.jpg?sourceId=880393&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 144 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 222 mm , 262 mm , 62 mm , 360 g , Box , 1 Stück(e) ,, ,, B0BBRY5N7B , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Star Wars - Jedi Training auf Dagobah – Diorama (75330),109,https://www.fcw.ch/api/ProcessRequest/126346/BN/268x166-lego-star-wars-jedi-training-auf-dagobah-diorama-75330.jpg?sourceId=870470&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1000 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm , 94 mm ," 1,09 kg ", Box ,,, ,, B09BNXJGB2 ,,,,,,,,,,,,,,,,,,, ,
LEGO Technic - Teleskoplader (42133),11.95,https://www.fcw.ch/api/ProcessRequest/132194/BN/268x166-lego-technic-teleskoplader-42133.jpg?sourceId=870472&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 143 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 157 mm , 71 mm , 188 g , Box ,,, ,, B09BP1GCW1 ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Minecraft - Der Hinterhalt des Creeper (21177),11.95,https://www.fcw.ch/api/ProcessRequest/150425/BN/268x166-lego-minecraft-der-hinterhalt-des-creeper-21177.jpg?sourceId=870303&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 72 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 122 mm , 141 mm , 46 mm , 103 g , Box ,,, ,, B09BNWHGQF ,,,,,,,,,,,,,,,,,,, ,
LEGO Disney - Geburtstagszug (43212),52.95,https://www.fcw.ch/api/ProcessRequest/181158/BN/268x166-lego-disney-geburtstagszug-43212.jpg?sourceId=880433&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 200 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 354 mm , 70 mm , 560 g , Box , 1 Stück(e) ,, ,, B0BBSFPFYJ , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Classic - Kreativer Meeresspass (11018),24.95,https://www.fcw.ch/api/ProcessRequest/125526/BN/268x166-lego-classic-kreativer-meeresspass-11018.jpg?sourceId=870418&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 333 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 72 mm , 438 g , Box ,,, ,, B09BNTMCTK ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Ideas - Mittelalterliche Schmiede (21325),199,https://www.fcw.ch/api/ProcessRequest/101669/BN/268x166-lego-ideas-mittelalterliche-schmiede-21325.jpg?sourceId=865208&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 2164 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm , 112 mm ," 2,41 kg ", Box ,,, ,,,, 01/05/2021 , , Forest Stewardship Council (FSC) Mix ,, 394 mm , 239 mm , 499 mm ," 5,36 kg "," 4,88 kg ", 10 Stück(e) , 2 Stück(e) , 5702017029078 , 2 Stück(e) , 20 Stück(e) , , Kleinteile , , ,"
                        "
LEGO City - Gaming Turnier Truck (60388),54.95,https://www.fcw.ch/api/ProcessRequest/169707/BN/268x166-lego-city-gaming-turnier-truck-60388.jpg?sourceId=880302&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 344 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 775 g , Box ,,, ,, B0BBRTW1T1 ,,,,,,,,,,,,,,,,,,, ,
LEGO Minecraft - Das Korallenriff (21164),11.95,https://www.fcw.ch/api/ProcessRequest/97358/BN/268x166-lego-minecraft-das-korallenriff-21164.jpg?sourceId=861189&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 92 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 122 mm , 141 mm , 61 mm , 120 g , Box ,,, ,, B08G4SZS66 ,,, , Forest Stewardship Council (FSC) Mix , 4 Stück(e) , 257 mm , 155 mm , 136 mm , 588 g , 480 g , 23 Stück(e) , 4 Stück(e) , 5702016956382 , 8 Stück(e) , 92 Stück(e) ,, Kleinteile ,, ,"
                        "
LEGO Disney - Princess Vaianas Delfinbucht (30646),4.95,https://www.fcw.ch/api/ProcessRequest/180017/BN/268x166-lego-disney-princess-vaianas-delfinbucht-30646.jpg?sourceId=884132&source=Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGO Architecture - Singapur (21057),74.95,https://www.fcw.ch/api/ProcessRequest/124798/BN/268x166-lego-architecture-singapur-21057.jpg?sourceId=870302&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 827 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 262 mm , 118 mm , 689 g , Box ,,, ,, B09BNYGFDB ,,,,,,,,,,,,,,,,,,, ,
LEGO Creator 3in1 - Wald-Fabelwesen (31125),17.95,https://www.fcw.ch/api/ProcessRequest/131094/BN/268x166-lego-creator-3in1-wald-fabelwesen-31125.jpg?sourceId=870426&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 175 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 262 mm , 48 mm , 240 g , Box ,,, ,, B09BNSL6FB ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Classic - Kreative Monster (11017),11.95,https://www.fcw.ch/api/ProcessRequest/125747/BN/268x166-lego-classic-kreative-monster-11017.jpg?sourceId=870417&source=Product, Bausatz , Junge/Mädchen , 4 Jahr(e) , 99 Jahr(e) , 140 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn , Nicht für Kinder unter 18 Monaten geeignet ,, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 191 mm , 46 mm , 141 g , Box ,,, ,, B09BNSR2DJ ,,,,,,,,,,,,,,,,,,, ,"
                        "
LEGO Disney - Elsas Märchenbuch (43189),26.95,https://www.fcw.ch/api/ProcessRequest/137357/BN/268x166-lego-disney-elsas-maerchenbuch-43189.jpg?sourceId=861157&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 125 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 191 mm , 205 mm , 61 mm , 245 g , Box ,,, ,, B08G55R2RH ,,, , Forest Stewardship Council (FSC) Mix , 6 Stück(e) , 397 mm , 199 mm , 223 mm ," 1,73 kg "," 1,47 kg ", 12 Stück(e) , 6 Stück(e) , 5702016988352 , 5 Stück(e) , 72 Stück(e) ,, Kleinteile ,, ,"
                        "
LEGO Star Wars - Rebellenbasis auf Yavin 4 (75365 ),179,https://www.fcw.ch/api/ProcessRequest/190544/BN/268x166-lego-star-wars-rebellenbasis-auf-yavin-4-75365.jpg?sourceId=886664&source=Product, Bausatz , Junge/Mädchen , 8 Jahr(e) , 99 Jahr(e) , 1066 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 378 mm , 480 mm ," 70,5 mm "," 1,84 kg ", Box , 1 Stück(e) , 1 Stück(e) , , 1 , B0BV7DSL33 , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Duplo - Erlebnispark (10956),149,https://www.fcw.ch/api/ProcessRequest/125563/BN/268x166-lego-duplo-erlebnispark-10956.jpg?sourceId=864277&source=Product, Bausatz , Junge/Mädchen , 2 Jahr(e) , 99 Jahr(e) , 95 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,, 378 mm , 582 mm , 118 mm ," 2,17 kg ", Box ,,, ,, B08WXBNLVK ,, 01/06/2021 , , Forest Stewardship Council (FSC) Mix , 3 Stück(e) , 598 mm , 397 mm , 370 mm ," 7,37 kg "," 6,17 kg ", 4 Stück(e) , 3 Stück(e) , 5702017032764 , 3 Stück(e) , 12 Stück(e) , ,, ,,"
                        "
LEGO Art - The Rolling Stones (31206),169,https://www.fcw.ch/api/ProcessRequest/139004/BN/268x166-lego-art-the-rolling-stones-31206.jpg?sourceId=874274&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1998 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 380 mm , 322 mm , 210 mm ," 3,07 kg ", Box ,,, ,, B09QFTCJYY ,,,,,,,,,,,,,,,,,,,,
LEGO Avatar - Neytiri und Thanator vs. Quaritch im MPA (75571),54.95,https://www.fcw.ch/api/ProcessRequest/156929/BN/268x166-lego-avatar-neytiri-und-thanator-vs-quaritch-im-mpa-75571.jpg?sourceId=874235&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 560 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 59 mm , 282 mm , 262 mm , 486 g , Box ,,, ,, B09QFTH8L4 ,,,,,,,,,,,,,,,, ,, ,,
LEGO Friends - LEGO® Friends Adventskalender 2023 (41758),29.95,https://www.fcw.ch/api/ProcessRequest/191608/BN/268x166-lego-friends-lego-friends-adventskalender-2023-41758.jpg?sourceId=886688&source=Product, Bausatz , Junge/Mädchen , 6 Jahr(e) , 99 Jahr(e) , 231 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 70,5 mm ", 391 g , Box , 1 Stück(e) , 3 Stück(e) , , 1 , B0BV7BDX2T , 60 min ,,,,,,,,,,,,,,,,,,,
LEGO Marvel - Iron Mans Werkstatt (76216),109,https://www.fcw.ch/api/ProcessRequest/139217/BN/268x166-lego-marvel-iron-mans-werkstatt-76216.jpg?sourceId=874224&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 496 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 382 mm ," 56,5 mm ", 660 g , Box ,,, ,, B09QFL7N6J ,,,,,,,,,,,,,,,,,,,,
LEGO City - Schimpansen-Stuntlooping (30338),59.95,https://www.fcw.ch/api/ProcessRequest/139351/BN/268x166-lego-city-schimpansen-stuntlooping-30338.jpg?sourceId=874179&source=Product, Bausatz , Junge/Mädchen , 7 Jahr(e) , 99 Jahr(e) , 226 Stück(e) , , Mehrfarbig , Kunststoff , China ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 61 mm , 630 g , Box ,,, ,, B09QG1CJY2 ,,,,,,,,,,,,,,,,,,,,
LEGO City - Kleintraktor (60390),11.95,https://www.fcw.ch/api/ProcessRequest/169590/BN/268x166-lego-city-kleintraktor-60390.jpg?sourceId=880304&source=Product, Bausatz , Junge/Mädchen , 5 Jahr(e) , 99 Jahr(e) , 86 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 141 mm , 157 mm , 61 mm , 151 g , Box ,,, ,, B0BBRZ4ZFV ,,,,,,,,,,,,,,,,,,, ,
LEGO Disney Arielles königliche Muschel (43225),199,https://www.fcw.ch/api/ProcessRequest/190552/BN/268x166-lego-disney-arielles-koenigliche-muschel-43225.jpg?sourceId=889179&source=Product, Bausatz , Junge/Mädchen , 18 Jahr(e) , 99 Jahr(e) , 1808 Stück(e) , , Mehrfarbig , Kunststoff , Ungarn ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet "," Englisch, Deutsch, Französisch, Italienisch, Spanisch, Schwedisch, Holländisch ", Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 390 mm , 620 mm , 120 mm ," 2,83 kg ", Box , 1 Stück(e) , 1 Stück(e) , , 1 , B0BCQXXZQW , 60 min ,,,,,,,,,,,,,,,,,, ,
LEGO Harry Potter - Heulende Hütte und Peitschende Weide (76407),109,https://www.fcw.ch/api/ProcessRequest/138925/BN/268x166-lego-harry-potter-heulende-huette-und-peitschende-weide-76407.jpg?sourceId=874244&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 777 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 282 mm , 480 mm , 61 mm ," 1,02 kg ", Box ,,, ,, B09QFQFY8D ,,,,,,,,,,,,,,,,,,,,
LEGO Harry Potter - Hausbanner Slytherin (76410),46.95,https://www.fcw.ch/api/ProcessRequest/177670/BN/268x166-lego-harry-potter-hausbanner-slytherin-76410.jpg?sourceId=880416&source=Product, Bausatz , Junge/Mädchen , 9 Jahr(e) , 99 Jahr(e) , 349 Stück(e) , , Mehrfarbig , Kunststoff , Tschechische Republik ," Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. , , 262 mm , 191 mm , 61 mm , 448 g , Box , 1 Stück(e) ,, ,, B0BBS54MW7 , 60 min ,,,,,,,,,,,,,,,,,, ,
